DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,3,26,131,363,50,298,0,557,0,77,0,146,731,0,579
1923,BN,3,30,131,367,54,280,0,495,0,80,0,137,840,0,543
1924,C,3,6,150,317,61,353,0,453,0,80,0,135,868,0,535
1925,D,3,30,126,306,48,322,0,446,0,63,0,126,988,0,502
1926,D,3,24,126,376,23,295,0,475,0,87,0,133,888,0,529
1927,W,3,16,127,371,42,290,0,456,0,85,0,131,921,0,520
1928,AN,3,37,130,391,42,275,0,490,0,78,0,137,832,0,546
1929,C,3,16,131,364,61,291,0,526,0,73,0,140,800,0,556
1930,D,3,44,130,416,69,279,0,573,0,71,0,160,579,0,636
1931,C,3,74,130,398,88,249,0,543,0,53,0,151,670,0,601
1932,D,3,74,133,377,90,262,0,541,0,50,0,150,686,0,595
1933,C,3,73,136,356,92,276,0,539,0,47,0,148,702,0,589
1934,C,3,73,139,335,94,289,0,536,0,43,0,147,716,0,584
1935,BN,3,73,141,314,97,302,0,534,0,40,0,146,734,0,578
1936,BN,3,73,145,293,99,316,0,531,0,36,0,144,746,0,574
1937,BN,3,72,148,273,101,330,0,529,0,33,0,143,759,0,569
1938,W,3,72,151,252,103,343,0,527,0,30,0,142,772,0,565
1939,D,3,78,150,245,101,355,0,527,0,30,0,143,760,0,569
1940,AN,3,85,149,239,99,366,0,526,0,29,0,144,748,0,573
1941,W,3,91,148,232,97,377,0,526,0,29,0,145,735,0,578
1942,W,3,98,146,225,95,388,0,525,0,29,0,146,726,0,581
1943,W,3,104,145,218,93,399,0,525,0,29,0,147,712,0,586
1944,D,3,110,144,211,91,410,0,524,0,28,0,148,703,0,589
1945,BN,3,118,142,204,89,421,0,524,28,28,0,155,636,0,614
1946,BN,3,124,141,198,87,432,0,524,42,27,0,159,593,0,630
1947,D,3,131,140,191,85,443,0,524,56,27,0,163,548,0,649
1948,BN,3,137,139,185,83,455,0,523,70,27,0,168,502,0,669
1949,D,3,137,142,209,83,433,1,512,76,27,0,169,499,0,670
1950,BN,3,136,147,234,84,412,1,502,83,26,0,169,492,0,673
1951,AN,3,135,150,258,84,390,1,492,89,26,0,170,487,0,675
1952,W,3,135,155,282,85,369,1,482,95,26,0,171,477,0,680
1953,W,3,134,159,307,85,348,1,472,102,25,0,172,470,0,683
1954,AN,3,133,162,331,86,326,1,462,108,25,0,173,464,0,686
1955,D,3,133,167,355,86,305,1,452,115,25,1,174,453,0,690
1956,W,3,129,167,371,88,299,1,444,116,26,1,174,452,0,691
1957,AN,3,124,166,386,90,294,1,437,117,27,1,174,449,0,692
1958,W,3,119,166,402,92,289,1,430,118,28,1,175,442,0,696
1959,BN,3,115,165,417,94,283,1,423,120,29,0,175,440,0,697
1960,D,3,110,165,433,95,278,1,415,121,30,0,176,436,0,699
1961,D,3,105,165,448,97,287,1,408,123,32,0,181,393,0,719
1962,BN,3,105,164,457,94,295,1,388,121,33,0,179,409,0,712
1963,W,3,105,164,466,90,304,1,370,119,34,0,178,421,0,707
1964,D,3,105,163,474,87,313,0,352,118,35,1,177,429,0,704
1965,W,3,105,163,483,83,321,0,334,116,36,1,176,439,0,700
1966,BN,3,105,163,492,80,330,0,315,115,37,2,175,448,0,696
1967,W,3,105,163,500,76,339,0,297,113,38,3,175,455,0,693
1968,BN,3,104,162,508,73,348,0,279,111,39,3,173,468,0,689
1969,W,4,104,162,517,69,356,0,261,110,39,3,173,474,0,687
1970,W,4,104,162,525,66,365,0,243,109,40,5,173,479,0,686
1971,W,4,104,161,534,62,374,0,224,107,41,7,172,484,0,685
1972,BN,4,104,161,542,59,374,0,206,105,42,10,171,505,0,678
1973,AN,4,104,160,551,55,382,0,188,104,43,14,171,503,0,679
1974,W,4,104,160,561,52,390,0,170,103,44,18,172,470,0,711
1975,W,5,99,150,596,63,373,0,147,100,44,18,164,496,0,706
1976,C,5,93,140,630,74,356,0,122,97,44,19,163,516,0,701
1977,C,5,100,167,591,47,405,0,110,116,44,19,169,462,0,726
1978,AN,6,90,137,639,47,393,0,127,116,44,19,174,421,0,747
1979,BN,6,90,129,645,48,384,0,120,112,44,21,169,467,0,726
1980,AN,6,97,133,599,56,343,0,122,107,45,21,154,608,0,667
1981,D,6,93,133,601,58,395,0,125,107,45,22,167,484,0,723
1982,W,6,88,128,666,37,291,0,126,111,47,23,154,618,0,666
1983,W,6,85,132,529,44,248,0,39,102,47,24,121,1062,0,522
1984,W,6,80,143,614,63,285,0,139,103,46,25,152,646,0,658
1985,D,7,77,151,536,70,316,0,140,100,47,27,146,710,0,633
1986,W,7,77,157,437,60,331,0,141,97,47,29,134,865,0,580
1987,D,7,76,169,408,71,332,0,143,92,47,30,133,874,0,577
1988,C,7,76,178,397,77,344,0,145,95,47,32,136,836,0,590
1989,D,7,74,178,417,68,402,0,145,109,49,34,149,684,0,645
1990,C,7,71,178,463,66,409,0,146,112,50,36,160,572,0,691
