DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,23,118,326,45,268,0,501,0,69,0,64,319,0,253
1923,BN,0,27,118,330,49,252,0,445,0,72,0,62,383,0,248
1924,C,0,5,135,285,55,318,0,407,0,72,0,62,400,0,247
1925,D,0,27,113,275,43,290,0,401,0,57,0,61,477,0,242
1926,D,0,22,113,338,20,266,0,427,0,79,0,62,413,0,246
1927,W,0,14,114,333,37,261,0,410,0,76,0,62,433,0,245
1928,AN,0,33,117,352,38,248,0,440,0,70,0,63,378,0,248
1929,C,0,14,118,327,55,262,0,472,0,66,0,63,359,0,250
1930,D,0,40,117,374,62,251,0,515,0,64,0,66,237,0,261
1931,C,0,66,117,358,80,224,0,488,0,48,0,64,285,0,256
1932,D,0,66,119,339,81,236,0,486,0,45,0,64,294,0,255
1933,C,0,66,122,320,83,248,0,484,0,42,0,64,303,0,254
1934,C,0,66,125,301,85,260,0,482,0,39,0,64,311,0,254
1935,BN,0,65,127,283,87,272,0,480,0,36,0,64,321,0,253
1936,BN,0,65,130,264,89,284,0,477,0,33,0,63,328,0,252
1937,BN,0,65,133,245,91,296,0,476,0,30,0,63,335,0,252
1938,W,0,65,136,227,93,309,0,473,0,27,0,63,342,0,251
1939,D,0,70,135,221,91,319,0,473,0,27,0,63,336,0,251
1940,AN,0,76,134,214,89,329,0,473,0,26,0,63,329,0,252
1941,W,0,82,133,209,87,339,0,472,0,26,0,64,322,0,253
1942,W,0,88,131,202,85,349,0,472,0,26,0,64,316,0,253
1943,W,0,94,130,196,84,359,0,472,0,26,0,64,309,0,254
1944,D,0,99,129,190,81,368,0,471,0,26,0,64,303,0,254
1945,BN,0,106,128,183,80,379,0,471,25,25,0,65,267,0,258
1946,BN,0,112,127,178,78,389,0,471,38,25,0,65,244,0,260
1947,D,0,118,126,172,76,398,0,471,50,24,0,66,221,0,262
1948,BN,0,123,125,166,74,409,0,470,63,24,0,67,199,0,265
1949,D,0,123,128,188,75,389,1,460,69,24,0,67,198,0,265
1950,BN,0,122,132,210,75,370,1,451,74,24,0,67,194,0,266
1951,AN,0,122,135,232,76,351,1,442,80,23,0,67,192,0,266
1952,W,0,121,139,254,76,332,1,433,86,23,0,67,187,0,266
1953,W,0,121,143,276,77,313,1,425,92,23,0,67,184,0,267
1954,AN,0,120,146,298,77,293,1,416,97,23,0,67,181,0,267
1955,D,0,120,150,319,78,274,1,407,103,22,1,67,176,0,268
1956,W,0,116,150,333,79,269,1,399,104,23,1,67,175,0,268
1957,AN,0,111,150,347,81,264,1,393,105,24,1,68,174,0,268
1958,W,0,107,149,361,83,259,1,386,106,26,1,68,171,0,269
1959,BN,0,103,149,375,84,254,1,380,107,26,0,68,170,0,269
1960,D,0,99,148,389,85,250,1,373,109,27,0,68,168,0,269
1961,D,0,94,148,403,87,258,0,367,110,29,0,68,149,0,272
