DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1923,BN,0,0,0,0,0,0,0,0,0,0,0,4,24,0,15
1924,C,0,0,0,0,0,0,0,0,0,0,0,4,24,0,15
1925,D,0,0,0,0,0,0,0,0,0,0,0,3,26,0,13
1926,D,0,0,0,0,0,0,0,0,0,0,0,4,25,0,15
1927,W,0,0,0,0,0,0,0,0,0,0,0,4,25,0,14
1928,AN,0,0,0,0,0,0,0,0,0,0,0,4,24,0,16
1929,C,0,0,0,0,0,0,0,0,0,0,0,4,23,0,16
1930,D,0,0,0,0,0,0,0,0,0,0,0,5,18,0,20
1931,C,0,0,0,0,0,0,0,0,0,0,0,5,20,0,18
1932,D,0,0,0,0,0,0,0,0,0,0,0,5,21,0,18
1933,C,0,0,0,0,0,0,0,0,0,0,0,4,21,0,18
1934,C,0,0,0,0,0,0,0,0,0,0,0,4,21,0,17
1935,BN,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1936,BN,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1937,BN,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1938,W,0,0,0,0,0,0,0,0,0,0,0,4,23,0,17
1939,D,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1940,AN,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1941,W,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1942,W,0,0,0,0,0,0,0,0,0,0,0,4,22,0,17
1943,W,0,0,0,0,0,0,0,0,0,0,0,4,21,0,18
1944,D,0,0,0,0,0,0,0,0,0,0,0,4,21,0,18
1945,BN,0,0,0,0,0,0,0,0,0,0,0,5,20,0,19
1946,BN,0,0,0,0,0,0,0,0,0,0,0,5,19,0,20
1947,D,0,0,0,0,0,0,0,0,0,0,0,5,17,0,21
1948,BN,0,0,0,0,0,0,0,0,0,0,0,5,16,0,22
1949,D,0,0,0,0,0,0,0,0,0,0,0,5,16,0,22
1950,BN,0,0,0,0,0,0,0,0,0,0,0,5,16,0,22
1951,AN,0,0,0,0,0,0,0,0,0,0,0,6,16,0,22
1952,W,0,0,0,0,0,0,0,0,0,0,0,6,16,0,22
1953,W,0,0,0,0,0,0,0,0,0,0,0,6,15,0,22
1954,AN,0,0,0,0,0,0,0,0,0,0,0,6,15,0,22
1955,D,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1956,W,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1957,AN,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1958,W,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1959,BN,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1960,D,0,0,0,0,0,0,0,0,0,0,0,6,14,0,23
1961,D,0,0,0,0,0,0,0,0,0,0,0,6,13,0,24
1962,BN,0,0,0,0,0,0,0,0,0,0,0,6,14,0,24
1963,W,0,0,0,0,0,0,0,0,0,0,0,6,14,0,23
1964,D,0,0,0,0,0,0,0,0,0,0,0,6,14,0,23
1965,W,0,0,0,0,0,0,0,0,0,0,0,6,14,0,23
1966,BN,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1967,W,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1968,BN,0,0,0,0,0,0,0,0,0,0,0,6,15,0,22
1969,W,0,0,0,0,0,0,0,0,0,0,0,6,15,0,22
1970,W,0,0,0,0,0,0,0,0,0,0,0,6,15,0,22
1971,W,0,0,0,0,0,0,0,0,0,0,0,6,16,0,22
1972,BN,0,0,0,0,0,0,0,0,0,0,0,5,16,0,22
1973,AN,0,0,0,0,0,0,0,0,0,0,0,5,16,0,22
1974,W,0,0,0,0,0,0,0,0,0,0,0,6,15,0,23
1975,W,0,0,0,0,0,0,0,0,0,0,0,5,16,0,22
1976,C,0,0,0,0,0,0,0,0,0,0,0,5,16,0,22
1977,C,0,0,0,0,0,0,0,0,0,0,0,5,15,0,23
1978,AN,0,0,0,0,0,0,0,0,0,0,0,6,14,0,24
1979,BN,0,0,0,0,0,0,0,0,0,0,0,5,15,0,23
1980,AN,0,0,0,0,0,0,0,0,0,0,0,5,18,0,20
1981,D,0,0,0,0,0,0,0,0,0,0,0,5,15,0,23
1982,W,0,0,0,0,0,0,0,0,0,0,0,5,19,0,20
