DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,1,32,163,451,62,370,0,692,0,96,0,36,183,0,145
1923,BN,1,38,162,456,67,347,0,615,0,99,0,40,245,0,159
1924,C,1,8,186,394,76,439,0,562,0,99,0,41,263,0,162
1925,D,1,38,156,380,59,400,0,553,0,78,0,44,344,0,175
1926,D,1,30,157,467,28,367,0,590,0,108,0,41,276,0,164
1927,W,1,20,158,460,52,360,0,567,0,105,0,42,297,0,168
1928,AN,1,45,161,486,52,342,0,608,0,96,0,40,240,0,158
1929,C,1,20,163,451,76,361,0,653,0,91,0,39,221,0,154
1930,D,1,55,162,516,86,346,0,711,0,89,0,31,111,0,122
1931,C,1,92,162,494,110,309,0,674,0,66,0,34,152,0,136
1932,D,1,92,165,468,112,326,0,671,0,62,0,35,160,0,138
1933,C,1,91,169,442,115,342,0,669,0,58,0,35,168,0,141
1934,C,1,91,173,416,117,359,0,666,0,54,0,36,175,0,143
1935,BN,1,90,176,390,120,375,0,663,0,49,0,37,184,0,145
1936,BN,1,90,180,364,123,393,0,659,0,45,0,37,191,0,147
1937,BN,1,89,184,339,126,409,0,657,0,41,0,37,198,0,149
1938,W,1,89,188,313,128,426,0,654,0,38,0,38,205,0,150
1939,D,1,97,186,305,126,440,0,654,0,37,0,37,198,0,149
1940,AN,1,105,185,296,123,454,0,653,0,37,0,37,192,0,147
1941,W,1,113,183,288,121,468,0,653,0,37,0,37,185,0,145
1942,W,1,121,181,279,118,481,0,652,0,36,0,36,180,0,144
1943,W,1,129,180,271,115,495,0,651,0,36,0,36,173,0,142
1944,D,1,137,178,262,112,509,0,651,0,35,0,35,168,0,141
1945,BN,1,146,177,253,110,523,1,651,34,35,0,33,136,0,131
1946,BN,1,154,175,246,108,537,1,650,52,34,0,31,117,0,124
1947,D,1,163,174,238,105,550,1,650,70,33,0,29,99,0,117
1948,BN,1,170,173,229,103,565,1,649,87,33,0,28,82,0,109
1949,D,1,170,177,260,103,538,1,636,95,33,0,27,81,0,109
1950,BN,1,169,182,290,104,511,1,623,103,33,0,27,79,0,108
1951,AN,1,168,186,320,105,485,1,611,111,32,0,27,77,0,107
1952,W,1,167,192,351,105,458,1,598,119,32,0,26,74,0,105
