DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,55,41,38,6,0,28,49,0,46,0,9,189,6,7
1923,BN,0,55,41,38,6,0,28,49,0,47,1,9,187,6,7
1924,C,0,55,42,39,6,0,29,50,0,48,1,9,183,6,7
1925,D,0,55,42,39,6,0,31,50,0,50,2,9,178,6,6
1926,D,0,55,43,40,6,0,31,51,0,51,2,9,174,6,6
1927,W,0,55,43,40,6,0,32,51,0,52,3,8,170,6,6
1928,AN,0,55,44,41,6,0,33,52,0,54,4,8,166,6,6
1929,C,0,55,44,41,6,0,34,52,0,55,4,8,162,6,6
1930,D,0,55,45,42,6,0,34,50,0,55,4,8,161,6,6
1931,C,0,56,46,42,7,0,34,49,0,55,4,8,160,6,6
1932,D,0,56,48,42,8,0,34,47,0,55,4,8,159,6,6
1933,C,0,57,48,43,9,0,34,45,0,55,4,8,159,6,6
1934,C,0,57,50,43,9,0,34,43,0,55,4,8,158,6,6
1935,BN,0,58,51,44,10,0,34,41,0,55,4,8,158,6,6
1936,BN,0,58,52,44,10,0,34,39,0,55,4,8,157,6,6
1937,BN,0,58,53,45,11,0,34,37,0,55,4,8,156,6,6
1938,W,0,59,54,45,12,0,34,35,0,55,4,8,155,6,6
1939,D,0,64,56,45,11,0,34,35,2,55,4,8,148,6,6
1940,AN,0,69,58,45,11,0,34,34,4,55,4,8,140,6,6
1941,W,0,74,60,46,11,0,34,33,6,55,4,8,132,6,6
1942,W,0,79,62,46,10,0,34,33,8,55,4,7,123,6,5
1943,W,0,85,64,46,10,0,34,32,10,55,4,7,115,6,5
1944,D,0,90,66,47,9,0,34,31,12,55,4,7,107,6,5
1945,BN,0,95,68,47,9,0,34,31,14,55,4,7,98,6,5
1946,BN,0,100,69,47,9,0,34,31,15,55,4,6,91,6,5
1947,D,0,106,71,48,8,0,34,30,18,55,4,6,83,6,4
1948,BN,0,111,74,48,8,0,34,29,20,55,4,6,75,6,4
1949,D,0,111,75,59,8,0,34,26,27,55,4,5,60,6,4
1950,BN,0,111,77,69,8,0,34,24,33,54,4,4,46,6,3
1951,AN,0,111,77,69,8,0,34,24,33,54,4,4,46,6,3
1952,W,0,110,77,69,8,0,34,24,33,54,4,4,47,7,3
1953,W,0,110,76,68,8,0,34,24,33,54,4,4,47,7,3
1954,AN,0,110,76,68,8,0,34,24,33,54,4,4,48,7,3
1955,D,0,110,76,68,8,0,34,24,33,54,4,5,47,6,5
1956,W,0,110,73,68,9,0,32,27,34,55,4,5,46,6,5
1957,AN,0,110,71,68,9,0,30,30,35,55,3,5,46,7,5
1958,W,0,110,68,68,10,0,28,32,37,55,2,5,46,7,5
1959,BN,0,110,65,67,11,0,28,35,39,56,2,5,44,7,5
1960,D,0,110,63,67,12,0,27,39,40,57,2,5,41,7,4
1961,D,0,110,60,67,13,0,26,41,42,57,2,5,40,7,4
1962,BN,0,108,59,70,13,0,26,40,43,57,2,5,39,7,4
1963,W,0,108,59,77,14,0,26,39,43,58,2,4,33,7,4
1964,D,0,105,59,79,15,0,26,38,45,58,2,4,33,7,4
1965,W,0,103,58,81,15,0,26,38,45,58,2,4,33,7,4
1966,BN,0,100,57,83,16,0,26,37,46,58,2,4,34,7,4
1967,W,0,100,57,83,16,0,26,37,46,58,2,4,33,7,4
1968,BN,0,96,57,84,17,0,26,36,47,58,2,4,34,7,4
1969,W,0,95,57,86,17,6,18,36,48,58,2,5,35,7,4
1970,W,0,93,56,88,18,10,3,36,49,59,2,5,43,7,5
1971,W,0,91,56,91,19,11,3,35,50,59,2,5,42,6,5
1972,BN,0,89,55,93,19,11,3,35,51,59,2,5,40,6,5
1973,AN,0,88,54,95,20,17,3,34,52,59,2,5,35,4,4
1974,W,0,84,54,98,21,40,3,34,53,59,1,3,20,1,3
1975,W,0,75,48,112,29,42,3,31,53,52,2,3,21,1,3
1976,C,0,66,41,126,36,44,4,26,53,46,2,4,22,1,3
1977,C,0,64,54,121,27,46,3,26,58,45,2,3,19,1,3
1978,AN,0,62,40,142,23,48,5,27,56,44,2,3,18,1,3
1979,BN,0,63,38,141,23,49,6,25,54,44,2,3,20,1,3
1980,AN,0,60,42,128,25,54,8,27,50,45,3,4,24,1,4
1981,D,0,57,41,134,26,61,11,27,50,46,4,2,13,1,2
1982,W,0,54,40,151,17,47,13,28,52,46,4,3,16,1,3
1983,W,0,52,43,110,18,38,7,15,51,45,4,8,74,1,8
