DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,4,44,226,625,86,514,0,959,0,133,0,35,173,0,137
1923,BN,4,52,225,632,93,482,0,852,0,138,0,41,252,0,163
1924,C,4,10,259,546,105,609,0,780,0,137,0,43,274,0,169
1925,D,4,52,216,527,82,555,0,768,0,109,0,49,380,0,193
1926,D,4,42,217,648,39,509,0,819,0,150,0,44,291,0,173
1927,W,4,27,219,639,72,499,0,786,0,146,0,45,319,0,180
1928,AN,4,63,223,674,73,474,0,844,0,133,0,41,246,0,161
1929,C,4,27,226,626,106,501,0,905,0,126,0,39,221,0,154
1930,D,4,77,224,716,119,480,0,986,0,123,0,24,87,0,96
1931,C,4,127,224,685,152,428,0,935,0,92,0,31,135,0,121
1932,D,4,127,229,649,155,452,0,931,0,86,0,32,145,0,126
1933,C,4,126,234,613,159,475,0,927,0,80,0,33,154,0,130
1934,C,4,126,239,577,163,498,0,923,0,75,0,34,164,0,133
1935,BN,4,125,244,541,166,521,0,919,0,69,0,35,175,0,138
1936,BN,4,125,250,505,170,545,0,914,0,62,0,35,183,0,141
1937,BN,4,124,255,470,174,568,0,911,0,57,0,36,192,0,144
1938,W,4,124,260,434,178,591,0,907,0,53,0,37,201,0,147
1939,D,4,134,259,422,174,611,0,907,0,52,0,36,193,0,144
1940,AN,4,146,257,411,171,629,0,906,0,51,0,36,184,0,141
1941,W,4,156,254,400,167,649,0,905,0,51,0,35,176,0,138
1942,W,4,168,251,387,163,668,0,904,0,50,0,34,170,0,136
1943,W,4,179,250,376,160,687,0,903,0,50,0,33,161,0,132
1944,D,4,190,247,364,156,706,0,902,0,49,0,33,155,0,130
1945,BN,4,203,245,351,153,725,1,902,48,48,0,28,116,0,112
1946,BN,4,214,243,340,149,744,1,902,73,47,0,25,94,0,100
1947,D,4,226,242,330,146,763,1,902,97,46,0,22,73,0,86
1948,BN,4,236,239,318,142,783,1,901,121,46,0,18,54,0,72
1949,D,4,235,245,360,143,746,1,882,131,46,0,18,53,0,71
1950,BN,4,234,252,403,144,709,1,864,142,45,0,17,50,0,69
1951,AN,4,233,259,444,145,672,1,847,153,44,0,17,48,0,67
1952,W,4,232,266,486,146,636,2,830,164,44,0,16,45,0,64
1953,W,4,231,273,528,147,599,2,813,175,44,0,15,42,0,61
1954,AN,4,230,280,570,148,561,2,796,186,44,0,15,40,0,60
1955,D,4,230,287,612,149,525,2,779,198,43,1,14,37,0,56
1956,W,4,221,287,639,152,515,2,764,200,44,1,14,36,0,56
1957,AN,4,213,287,665,155,506,2,752,202,46,1,14,35,0,55
1958,W,4,206,286,692,158,497,1,740,204,49,1,13,33,0,52
1959,BN,4,197,285,719,161,487,1,728,206,51,0,13,32,0,51
1960,D,4,190,284,745,164,478,1,715,209,53,0,13,31,0,50
1961,D,4,181,284,772,167,494,1,703,211,55,0,9,19,0,35
1962,BN,4,181,283,787,162,509,1,668,208,57,0,11,24,0,42
1963,W,4,181,282,802,155,523,1,637,205,59,0,12,28,0,47
1964,D,4,181,281,817,150,539,1,606,203,60,1,13,31,0,50
1965,W,4,181,281,831,144,553,1,575,200,61,2,14,34,0,54
1966,BN,4,181,280,847,138,568,1,543,198,63,3,15,37,0,58
1967,W,4,181,280,861,132,584,1,512,195,65,5,15,40,0,61
1968,BN,4,179,280,875,125,599,1,481,192,67,5,17,45,0,66
1969,W,5,179,280,890,119,613,1,449,190,68,6,18,48,0,70
1970,W,5,179,279,904,113,629,1,418,187,69,8,18,51,0,73
1971,W,5,179,278,919,107,644,1,386,184,71,12,19,54,0,76
1972,BN,5,179,277,933,101,644,0,355,182,73,17,21,63,0,84
1973,AN,5,179,276,948,95,658,0,324,179,75,24,21,63,0,85
1974,W,6,179,275,966,89,672,0,293,177,77,31,22,59,0,89
1975,W,6,170,259,1027,108,642,0,252,172,77,31,23,69,0,99
1976,C,7,160,242,1085,128,613,0,210,167,77,32,25,80,0,109
1977,C,7,172,288,1017,81,697,0,189,200,77,32,22,60,0,94
1978,AN,7,155,237,1100,80,677,0,220,200,76,33,19,47,0,83
1979,BN,7,154,222,1111,82,662,0,207,193,76,36,23,63,0,98
1980,AN,7,167,230,1032,97,591,1,211,184,78,37,32,128,0,140
1981,D,8,161,229,1035,100,680,1,216,185,78,38,25,72,0,108
1982,W,8,152,220,1147,63,500,1,217,191,80,39,34,136,0,146
1983,W,8,146,227,912,76,426,0,67,176,80,41,55,483,0,237
1984,W,8,139,246,1057,109,491,0,239,177,79,44,36,154,0,157
1985,D,8,133,260,923,120,543,0,241,172,80,47,40,194,0,173
1986,W,9,132,270,753,103,570,0,242,168,80,50,47,307,0,205
1987,D,9,131,292,703,122,573,0,245,159,81,52,48,314,0,207
1988,C,9,131,307,684,133,593,0,249,164,81,55,46,284,0,200
1989,D,9,127,306,719,118,692,0,250,187,84,59,39,179,0,168
1990,C,9,123,306,797,114,704,0,251,193,85,62,33,117,0,141
1991,C,9,123,306,797,114,704,0,251,193,85,62,33,116,0,142
1992,C,9,123,306,797,114,704,0,251,193,85,62,33,114,0,143
1993,AN,10,126,307,803,124,603,0,227,182,82,56,41,194,0,178
1994,C,10,123,306,797,114,704,0,251,193,85,62,33,112,0,144
1995,W,10,150,301,1214,45,242,0,308,206,82,82,34,115,0,146
1996,W,10,94,309,1193,21,346,0,254,216,78,141,32,101,0,139
1997,W,10,141,303,1276,20,253,0,219,200,76,179,31,92,0,135
1998,W,10,171,336,1191,15,177,0,253,221,71,202,34,110,0,146
1999,W,11,186,338,1153,20,278,0,245,200,76,193,29,78,0,127
2000,AN,11,166,310,1115,25,266,0,229,190,84,240,35,115,0,150
2001,D,11,146,341,1072,0,358,0,228,161,84,254,33,103,0,144
2002,D,11,146,341,1072,0,358,0,228,161,84,254,33,103,0,145
2003,AN,11,166,310,1115,25,266,0,229,190,84,240,35,113,0,151
2004,BN,41,0,107,1470,0,0,74,645,220,0,0,13,169,0,193 
2005,AN,41,0,107,1470,0,0,74,645,220,0,0,13,169,0,193 
2006,W,41,0,107,1470,0,0,74,645,220,0,0,13,169,0,193 
2007,D,41,0,107,1470,0,0,74,645,220,0,0,13,169,0,193 
2008,C,41,0,107,1484,0,0,47,650,220,1,1,12,170,0,196
2009,D,42,0,108,1498,0,0,20,656,220,2,2,12,172,0,199
2010,BN,42,0,108,1498,0,0,20,656,220,2,2,12,172,0,199
2011,W,42,0,108,1498,0,0,20,656,220,2,2,12,172,0,199
2012,BN,0,0,79,1439,0,0,201,338,0,0,0,33,657,0,186
2013,D,0,0,79,1439,0,0,201,338,0,0,0,33,657,0,186
2014,C,0,0,79,1439,0,0,201,338,0,0,0,33,657,0,186
2015,C,0,0,79,1439,0,0,201,338,0,0,0,33,657,0,186
2016,W,0,0,79,1439,0,0,201,338,0,0,0,33,657,0,186
