DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,10,7,36,101,14,83,0,155,0,21,0,30,149,0,118
1923,BN,10,8,36,102,15,78,0,138,0,22,0,28,174,0,113
1924,C,10,2,42,88,17,98,0,126,0,22,0,28,180,0,111
1925,D,10,8,35,85,13,90,0,124,0,18,0,27,209,0,106
1926,D,10,7,35,105,6,82,0,132,0,24,0,28,185,0,110
1927,W,10,4,35,103,12,81,0,127,0,24,0,27,193,0,109
1928,AN,10,10,36,109,12,77,0,136,0,22,0,28,172,0,113
1929,C,10,4,36,101,17,81,0,146,0,20,0,29,165,0,115
1930,D,10,12,36,116,19,78,0,159,0,20,0,32,116,0,127
1931,C,10,20,36,111,25,69,0,151,0,15,0,31,136,0,122
1932,D,10,20,37,105,25,73,0,150,0,14,0,30,139,0,121
1933,C,10,20,38,99,26,77,0,150,0,13,0,30,143,0,120
1934,C,10,20,39,93,26,80,0,149,0,12,0,30,146,0,119
1935,BN,10,20,39,87,27,84,0,148,0,11,0,30,150,0,118
1936,BN,10,20,40,82,28,88,0,148,0,10,0,30,152,0,117
1937,BN,10,20,41,76,28,92,0,147,0,9,0,29,155,0,117
1938,W,10,20,42,70,29,95,0,146,0,8,0,29,158,0,116
1939,D,10,22,42,68,28,99,0,146,0,8,0,29,156,0,117
1940,AN,10,24,41,66,28,102,0,146,0,8,0,30,153,0,117
1941,W,10,25,41,65,27,105,0,146,0,8,0,30,150,0,118
1942,W,10,27,41,63,26,108,0,146,0,8,0,30,148,0,118
1943,W,10,29,40,61,26,111,0,146,0,8,0,30,145,0,119
1944,D,10,31,40,59,25,114,0,146,0,8,0,30,143,0,120
1945,BN,10,33,40,57,25,117,0,146,8,8,0,31,128,0,124
1946,BN,10,35,39,55,24,120,0,145,12,8,0,32,119,0,126
1947,D,10,36,39,53,23,123,0,145,16,7,0,32,109,0,129
1948,BN,10,38,39,51,23,126,0,145,20,7,0,33,99,0,132
1949,D,10,38,40,58,23,120,0,142,21,7,0,33,99,0,132
1950,BN,10,38,41,65,23,114,0,139,23,7,0,33,97,0,133
1951,AN,10,38,42,72,23,109,0,137,25,7,0,34,96,0,133
1952,W,10,37,43,78,24,103,0,134,27,7,0,34,94,0,134
1953,W,10,37,44,85,24,97,0,131,28,7,0,34,92,0,134
1954,AN,10,37,45,92,24,91,0,128,30,7,0,34,91,0,135
1955,D,10,37,46,99,24,85,0,126,32,7,0,34,89,0,135
1956,W,10,36,46,103,25,83,0,123,32,7,0,34,89,0,136
1957,AN,10,34,46,107,25,82,0,121,33,7,0,34,88,0,136
1958,W,10,33,46,112,26,80,0,119,33,8,0,34,87,0,136
1959,BN,10,32,46,116,26,79,0,117,33,8,0,34,86,0,136
1960,D,10,31,46,120,26,77,0,115,34,8,0,34,85,0,137
1961,D,10,29,46,125,27,80,0,113,34,9,0,35,76,0,140
1962,BN,10,29,46,127,26,82,0,108,34,9,0,35,80,0,139
1963,W,10,29,46,129,25,84,0,103,33,9,0,35,82,0,138
1964,D,10,29,45,132,24,87,0,98,33,10,0,35,84,0,137
1965,W,11,29,45,134,23,89,0,93,32,10,0,34,86,0,137
1966,BN,11,29,45,137,22,92,0,88,32,10,1,34,87,0,136
1967,W,11,29,45,139,21,94,0,83,31,10,1,34,89,0,136
1968,BN,11,29,45,141,20,97,0,78,31,11,1,34,92,0,135
1969,W,12,29,45,144,19,99,0,73,31,11,1,34,93,0,134
1970,W,12,29,45,146,18,101,0,68,30,11,1,34,94,0,134
1971,W,13,29,45,148,17,104,0,62,30,11,2,34,95,0,134
1972,BN,14,29,45,151,16,104,0,57,29,12,3,33,99,0,133
1973,AN,14,29,45,153,15,106,0,52,29,12,4,33,98,0,133
1974,W,15,29,44,156,14,108,0,47,29,12,5,34,92,0,139
1975,W,16,27,42,166,17,104,0,41,28,12,5,32,97,0,137
1976,C,18,26,39,175,21,99,0,34,27,12,5,32,100,0,136
1977,C,18,28,47,164,13,112,0,31,32,12,5,33,89,0,140
1978,AN,19,25,38,177,13,109,0,35,32,12,5,33,81,0,143
1979,BN,19,25,36,179,13,107,0,33,31,12,6,33,90,0,140
1980,AN,19,27,37,167,16,95,0,34,30,13,6,30,119,0,131
1981,D,20,26,37,167,16,110,0,35,30,13,6,32,93,0,139
1982,W,20,25,35,185,10,81,0,35,31,13,6,30,121,0,131
1983,W,21,24,37,147,12,69,0,11,28,13,7,25,222,0,109
1984,W,22,22,40,171,18,79,0,39,29,13,7,30,127,0,129
1985,D,22,22,42,149,19,88,0,39,28,13,8,29,141,0,125
1986,W,22,21,44,122,17,92,0,39,27,13,8,27,175,0,117
1987,D,22,21,47,113,20,92,0,40,26,13,8,27,177,0,117
1988,C,22,21,49,110,21,96,0,40,26,13,9,27,168,0,119
1989,D,23,20,49,116,19,112,0,40,30,14,9,29,135,0,127
1990,C,23,20,49,129,18,114,0,40,31,14,10,31,111,0,134
1991,C,24,20,49,129,18,114,0,40,31,14,10,31,109,0,134
1992,C,24,20,49,129,18,114,0,40,31,14,10,31,108,0,135
1993,AN,25,20,50,130,20,97,0,37,29,13,9,29,138,0,126
1994,C,26,20,49,129,18,114,0,40,31,14,10,31,105,0,136
1995,W,26,24,49,196,7,39,0,50,33,13,13,31,106,0,136
1996,W,27,15,50,193,3,56,0,41,35,13,23,32,100,0,138
1997,W,27,23,49,206,3,41,0,35,32,12,29,32,95,0,139
1998,W,27,28,54,192,2,29,0,41,36,11,33,32,103,0,137
1999,W,28,30,54,186,3,45,0,40,32,12,31,33,87,0,142
2000,AN,28,27,50,180,4,43,0,37,31,14,39,32,104,0,136
2001,D,28,24,55,173,0,58,0,37,26,14,41,32,99,0,138
2002,D,29,24,55,173,0,58,0,37,26,14,41,32,98,0,138
2003,AN,29,27,50,180,4,43,0,37,31,14,39,32,102,0,137
2004,BN,140,10,28,135,0,3,0,14,0,0,25,0,321,0,46 
2005,AN,140,10,28,135,0,3,0,14,0,0,25,0,321,0,46 
2006,W,140,10,28,135,0,3,0,14,0,0,25,0,321,0,46 
2007,D,140,10,28,135,0,3,0,14,0,0,25,0,321,0,46 
2008,C,140,10,56,81,0,5,0,14,0,0,25,0,343,0,46
