DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,12,44,225,623,86,512,0,956,0,132,0,32,161,0,128
1923,BN,12,52,224,630,93,480,0,849,0,137,0,39,239,0,155
1924,C,12,10,258,544,105,606,0,777,0,137,0,41,261,0,161
1925,D,12,52,216,525,82,553,0,765,0,108,0,47,365,0,186
1926,D,12,42,217,645,39,507,0,816,0,150,0,42,277,0,165
1927,W,12,27,218,636,71,497,0,783,0,145,0,43,305,0,172
1928,AN,12,63,223,671,72,472,0,841,0,133,0,38,233,0,153
1929,C,12,27,225,624,105,499,0,902,0,126,0,37,209,0,145
1930,D,12,76,224,713,118,479,0,983,0,122,0,21,77,0,85
1931,C,12,127,224,683,152,427,0,932,0,91,0,28,125,0,112
1932,D,12,127,228,647,155,450,0,928,0,86,0,29,134,0,116
1933,C,12,125,233,611,159,473,0,924,0,80,0,30,143,0,120
1934,C,12,125,238,575,162,496,0,920,0,74,0,31,152,0,124
1935,BN,12,124,243,539,166,519,0,915,0,68,0,32,163,0,129
1936,BN,12,124,249,503,170,543,0,911,0,62,0,33,171,0,132
1937,BN,12,123,254,468,173,566,0,908,0,57,0,34,180,0,135
1938,W,12,123,259,433,177,589,0,903,0,52,0,35,189,0,138
1939,D,12,134,258,421,173,608,0,903,0,51,0,34,181,0,135
1940,AN,12,145,256,409,170,627,0,903,0,51,0,33,173,0,132
1941,W,12,156,253,398,167,646,0,902,0,51,0,33,164,0,129
1942,W,12,167,251,386,163,665,0,901,0,50,0,32,158,0,127
1943,W,12,179,249,374,160,684,0,900,0,50,0,31,150,0,123
1944,D,12,189,246,363,155,703,0,899,0,49,0,30,144,0,121
1945,BN,12,202,244,350,152,722,1,899,47,48,0,26,105,0,102
1946,BN,12,213,242,339,149,742,1,898,72,47,0,22,84,0,89
1947,D,12,225,241,328,145,760,1,898,96,46,0,19,64,0,75
1948,BN,12,235,238,317,142,780,1,897,120,46,0,15,46,0,61
1949,D,12,234,244,359,142,743,1,878,131,46,0,15,45,0,60
1950,BN,12,233,251,401,144,707,1,861,142,45,0,14,42,0,57
1951,AN,12,232,258,442,145,670,1,844,153,44,0,14,40,0,56
1952,W,12,231,265,485,146,633,2,827,164,44,0,13,37,0,53
1953,W,12,230,272,526,147,597,2,810,175,43,0,13,34,0,50
1954,AN,12,229,279,568,147,559,2,793,186,43,0,12,32,0,48
1955,D,12,229,286,609,148,523,2,776,197,43,1,11,29,0,44
1956,W,12,221,286,636,151,513,2,761,199,44,1,11,29,0,44
1957,AN,12,212,286,662,154,504,2,749,201,46,1,11,28,0,43
1958,W,12,205,285,689,157,495,1,737,203,49,1,10,26,0,40
1959,BN,12,197,284,716,161,486,1,725,205,51,0,10,25,0,40
1960,D,12,189,283,742,163,477,1,712,208,52,0,10,24,0,38
1961,D,12,180,283,769,167,492,1,700,211,55,0,6,13,0,23
1962,BN,12,180,282,784,161,507,1,666,207,57,0,7,17,0,30
1963,W,13,180,281,799,155,521,1,635,204,59,0,9,21,0,35
1964,D,13,180,280,814,149,537,1,604,202,59,1,10,23,0,38
1965,W,13,180,280,828,143,551,1,573,200,61,2,11,26,0,42
1966,BN,14,180,279,844,137,566,1,541,197,63,3,11,29,0,46
1967,W,14,180,279,858,131,582,1,510,194,65,5,12,32,0,49
1968,BN,14,179,279,872,125,597,1,479,191,67,5,14,36,0,54
1969,W,15,179,279,887,119,611,1,448,189,67,6,14,40,0,57
1970,W,16,179,278,901,113,626,1,417,186,69,8,15,42,0,60
1971,W,16,179,277,915,106,642,1,385,184,71,11,16,45,0,63
1972,BN,17,179,276,930,101,642,0,354,181,73,17,18,53,0,71
1973,AN,18,179,275,945,94,656,0,323,178,74,24,18,53,0,72
1974,W,19,179,274,963,89,669,0,292,176,76,31,18,49,0,75
1975,W,20,169,258,1023,108,640,0,251,171,76,31,20,59,0,84
1976,C,22,159,241,1081,128,611,0,209,167,76,32,22,69,0,94
1977,C,22,171,287,1013,81,694,0,189,200,76,32,18,49,0,78
1978,AN,23,155,236,1096,80,675,0,219,200,75,33,15,37,0,67
1979,BN,24,154,221,1107,82,660,0,207,193,75,36,19,53,0,82
1980,AN,24,166,229,1028,97,589,1,210,183,78,37,29,115,0,126
1981,D,25,160,228,1031,100,678,1,215,184,78,38,21,61,0,91
1982,W,26,152,219,1143,63,499,1,216,191,80,39,30,122,0,131
1983,W,26,145,226,908,76,425,0,67,175,80,41,52,461,0,227
1984,W,27,138,245,1053,108,490,0,238,176,79,44,33,139,0,141
1985,D,28,133,259,920,119,541,0,240,171,80,47,37,177,0,158
1986,W,28,132,269,750,102,568,0,241,167,80,49,45,287,0,193
1987,D,28,131,291,700,121,570,0,245,158,81,52,45,295,0,195
1988,C,28,131,306,681,132,591,0,248,163,81,55,43,265,0,187
1989,D,29,127,305,716,117,689,0,249,186,83,59,35,162,0,153
