DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,2,4,23,63,9,51,0,96,0,13,0,6,30,0,24
1923,BN,2,5,23,63,9,48,0,85,0,14,0,6,39,0,25
1924,C,2,1,26,55,11,61,0,78,0,14,0,6,42,0,26
1925,D,2,5,22,53,8,56,0,77,0,11,0,7,54,0,27
1926,D,2,4,22,65,4,51,0,82,0,15,0,7,44,0,26
1927,W,2,3,22,64,7,50,0,79,0,15,0,7,47,0,26
1928,AN,2,6,22,67,7,47,0,84,0,13,0,6,39,0,25
1929,C,2,3,23,63,11,50,0,91,0,13,0,6,36,0,25
1930,D,2,8,22,72,12,48,0,99,0,12,0,5,19,0,21
1931,C,2,13,22,69,15,43,0,94,0,9,0,6,26,0,23
1932,D,2,13,23,65,16,45,0,93,0,9,0,6,27,0,23
1933,C,2,13,23,61,16,47,0,93,0,8,0,6,28,0,23
1934,C,2,13,24,58,16,50,0,92,0,7,0,6,29,0,24
1935,BN,2,12,24,54,17,52,0,92,0,7,0,6,30,0,24
1936,BN,2,12,25,51,17,54,0,91,0,6,0,6,31,0,24
1937,BN,2,12,26,47,17,57,0,91,0,6,0,6,32,0,24
1938,W,2,12,26,43,18,59,0,91,0,5,0,6,33,0,24
1939,D,2,13,26,42,17,61,0,91,0,5,0,6,32,0,24
1940,AN,2,15,26,41,17,63,0,91,0,5,0,6,31,0,24
1941,W,2,16,25,40,17,65,0,91,0,5,0,6,30,0,24
1942,W,2,17,25,39,16,67,0,90,0,5,0,6,30,0,24
1943,W,2,18,25,38,16,69,0,90,0,5,0,6,29,0,24
1944,D,2,19,25,36,16,71,0,90,0,5,0,6,28,0,23
1945,BN,2,20,25,35,15,73,0,90,5,5,0,6,23,0,22
1946,BN,2,21,24,34,15,74,0,90,7,5,0,5,20,0,22
1947,D,2,23,24,33,15,76,0,90,10,5,0,5,18,0,21
1948,BN,2,24,24,32,14,78,0,90,12,5,0,5,15,0,20
1949,D,2,24,25,36,14,75,0,88,13,5,0,5,15,0,20
1950,BN,2,23,25,40,14,71,0,86,14,5,0,5,14,0,20
1951,AN,2,23,26,44,15,67,0,85,15,4,0,5,14,0,20
1952,W,2,23,27,49,15,64,0,83,16,4,0,5,14,0,19
1953,W,2,23,27,53,15,60,0,81,18,4,0,5,13,0,19
1954,AN,2,23,28,57,15,56,0,80,19,4,0,5,13,0,19
1955,D,2,23,29,61,15,52,0,78,20,4,0,5,12,0,19
1956,W,2,22,29,64,15,52,0,76,20,4,0,5,12,0,19
1957,AN,2,21,29,66,15,51,0,75,20,5,0,5,12,0,19
1958,W,2,21,29,69,16,50,0,74,20,5,0,5,12,0,19
1959,BN,2,20,28,72,16,49,0,73,21,5,0,5,12,0,19
1960,D,2,19,28,75,16,48,0,72,21,5,0,5,12,0,19
1961,D,2,18,28,77,17,49,0,70,21,6,0,4,10,0,18
1962,BN,2,18,28,79,16,51,0,67,21,6,0,5,10,0,18
1963,W,2,18,28,80,16,52,0,64,21,6,0,5,11,0,18
1964,D,2,18,28,82,15,54,0,61,20,6,0,5,11,0,19
1965,W,2,18,28,83,14,55,0,57,20,6,0,5,12,0,19
1966,BN,3,18,28,85,14,57,0,54,20,6,0,5,12,0,19
1967,W,3,18,28,86,13,58,0,51,19,6,0,5,13,0,19
1968,BN,3,18,28,88,13,60,0,48,19,7,0,5,13,0,20
1969,W,3,18,28,89,12,61,0,45,19,7,1,5,14,0,20
1970,W,3,18,28,90,11,63,0,42,19,7,1,5,14,0,20
1971,W,3,18,28,92,11,64,0,39,18,7,1,5,14,0,20
1972,BN,3,18,28,93,10,64,0,36,18,7,2,5,15,0,21
1973,AN,3,18,28,95,9,66,0,32,18,7,2,5,15,0,21
1974,W,3,18,28,97,9,67,0,29,18,8,3,5,14,0,22
1975,W,4,17,26,103,11,64,0,25,17,8,3,5,16,0,22
1976,C,4,16,24,109,13,61,0,21,17,8,3,5,17,0,23
1977,C,4,17,29,102,8,70,0,19,20,8,3,5,14,0,22
1978,AN,4,16,24,110,8,68,0,22,20,8,3,5,12,0,22
1979,BN,4,15,22,111,8,66,0,21,19,8,4,5,14,0,22
1980,AN,4,17,23,103,10,59,0,21,18,8,4,6,23,0,25
1981,D,5,16,23,104,10,68,0,22,19,8,4,5,16,0,23
1982,W,5,15,22,115,6,50,0,22,19,8,4,6,24,0,25
1983,W,5,15,23,91,8,43,0,7,18,8,4,7,63,0,31
1984,W,5,14,25,106,11,49,0,24,18,8,4,6,26,0,26
1985,D,5,13,26,92,12,54,0,24,17,8,5,6,30,0,27
1986,W,5,13,27,75,10,57,0,24,17,8,5,7,43,0,29
1987,D,5,13,29,70,12,57,0,25,16,8,5,7,44,0,29
1988,C,5,13,31,68,13,59,0,25,16,8,6,7,41,0,29
1989,D,5,13,31,72,12,69,0,25,19,8,6,6,28,0,27
1990,C,5,12,31,80,11,70,0,25,19,9,6,6,21,0,25
1991,C,5,12,31,80,11,70,0,25,19,9,6,6,21,0,25
1992,C,6,12,31,80,11,70,0,25,19,9,6,6,20,0,25
1993,AN,6,13,31,80,12,60,0,23,18,8,6,6,30,0,28
1994,C,6,12,31,80,11,70,0,25,19,9,6,6,20,0,26
1995,W,6,15,30,121,4,24,0,31,21,8,8,6,20,0,26
1996,W,6,9,31,119,2,35,0,25,22,8,14,6,18,0,25
1997,W,6,14,30,128,2,25,0,22,20,8,18,6,17,0,25
1998,W,6,17,34,119,1,18,0,25,22,7,20,6,19,0,26
1999,W,6,19,34,115,2,28,0,25,20,8,19,6,15,0,25
2000,AN,6,17,31,112,3,27,0,23,19,8,24,6,20,0,26
2001,D,7,15,34,107,0,36,0,23,16,8,25,6,18,0,26
2002,D,7,15,34,107,0,36,0,23,16,8,25,6,18,0,26
2003,AN,7,17,31,112,3,27,0,23,19,8,24,6,19,0,26
2004,BN,0,0,67,0,0,0,0,10,160,0,0,0,41,0,40 
2005,AN,0,0,67,0,0,0,0,10,160,0,0,0,41,0,40 
2006,W,0,0,67,0,0,0,0,10,160,0,0,0,41,0,40 
2007,D,0,0,67,0,0,0,0,10,160,0,0,0,41,0,40 
2008,C,0,0,67,0,0,0,0,10,160,0,0,1,39,0,40
2009,D,0,0,67,0,0,0,0,10,160,0,0,2,38,0,40
2010,BN,0,0,67,0,0,0,0,10,160,0,0,2,38,0,40
2011,W,0,0,67,0,0,0,0,10,160,0,0,2,38,0,40
2012,BN,0,0,0,0,0,0,0,0,0,246,0,3,33,0,38
2013,D,0,0,0,0,0,0,0,0,0,246,0,3,33,0,38
2014,C,0,0,0,0,0,0,0,0,0,246,0,3,33,0,38
2015,C,0,0,0,0,0,0,0,0,0,246,0,3,33,0,38
2016,W,0,0,0,0,0,0,0,0,0,246,0,3,33,0,38
