DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,4,22,60,8,50,0,93,0,13,0,2,11,0,9
1923,BN,0,5,22,61,9,47,0,82,0,13,0,3,18,0,12
1924,C,0,1,25,53,10,59,0,75,0,13,0,3,20,0,13
1925,D,0,5,21,51,8,54,0,74,0,10,0,4,30,0,15
1926,D,0,4,21,63,4,49,0,79,0,15,0,3,22,0,13
1927,W,0,3,21,62,7,48,0,76,0,14,0,3,24,0,14
1928,AN,0,6,22,65,7,46,0,82,0,13,0,3,18,0,12
1929,C,0,3,22,61,10,48,0,87,0,12,0,3,15,0,11
1930,D,0,7,22,69,11,46,0,95,0,12,0,1,4,0,4
1931,C,0,12,22,66,15,41,0,90,0,9,0,2,8,0,7
1932,D,0,12,22,63,15,44,0,90,0,8,0,2,9,0,8
1933,C,0,12,23,59,15,46,0,90,0,8,0,2,10,0,8
1934,C,0,12,23,56,16,48,0,89,0,7,0,2,10,0,8
1935,BN,0,12,24,52,16,50,0,89,0,7,0,2,11,0,9
1936,BN,0,12,24,49,16,53,0,88,0,6,0,2,12,0,9
1937,BN,0,12,25,45,17,55,0,88,0,6,0,2,13,0,10
1938,W,0,12,25,42,17,57,0,88,0,5,0,3,14,0,10
1939,D,0,13,25,41,17,59,0,88,0,5,0,2,13,0,10
1940,AN,0,14,25,40,17,61,0,88,0,5,0,2,12,0,9
1941,W,0,15,25,39,16,63,0,87,0,5,0,2,11,0,9
1942,W,0,16,24,37,16,65,0,87,0,5,0,2,11,0,9
1943,W,0,17,24,36,15,66,0,87,0,5,0,2,10,0,8
1944,D,0,18,24,35,15,68,0,87,0,5,0,2,10,0,8
1945,BN,0,20,24,34,15,70,0,87,5,5,0,2,6,0,6
1946,BN,0,21,23,33,14,72,0,87,7,5,0,1,4,0,5
1947,D,0,22,23,32,14,74,0,87,9,4,0,1,3,0,3
1948,BN,0,23,23,31,14,76,0,87,12,4,0,0,1,0,1
1949,D,0,23,24,35,14,72,0,85,13,4,0,0,1,0,1
1950,BN,0,23,24,39,14,69,0,84,14,4,0,0,1,0,1
1951,AN,0,23,25,43,14,65,0,82,15,4,0,0,1,0,1
1952,W,0,22,26,47,14,61,0,80,16,4,0,0,0,0,1
1953,W,0,22,26,51,14,58,0,79,17,4,0,0,0,0,0
1954,AN,0,22,27,55,14,54,0,77,18,4,0,0,0,0,0
1955,D,0,22,28,59,14,51,0,75,19,4,0,0,0,0,0
1956,W,0,21,28,62,15,50,0,74,19,4,0,0,0,0,0
1957,AN,0,21,28,64,15,49,0,72,19,4,0,0,0,0,0
1958,W,0,20,27,66,15,48,0,71,20,5,0,0,0,0,0
1959,BN,0,19,27,69,15,47,0,70,20,5,0,0,0,0,0
1960,D,0,18,27,71,16,46,0,69,20,5,0,0,0,0,0
1961,D,0,17,27,73,16,47,0,67,20,5,0,0,0,0,0
1962,BN,0,17,27,75,15,49,0,64,20,5,0,0,0,0,0
1963,W,0,17,27,77,15,50,0,61,20,6,0,0,0,0,0
1964,D,0,17,27,78,14,52,0,58,19,6,0,0,0,0,0
1965,W,0,17,27,80,14,53,0,55,19,6,0,0,0,0,0
1966,BN,0,17,27,82,13,55,0,52,19,6,0,0,0,0,0
1967,W,0,17,27,83,13,56,0,49,19,6,0,0,0,0,0
1968,BN,0,17,27,85,12,58,0,46,19,6,0,0,0,0,1
1969,W,0,17,27,86,12,59,0,43,18,7,1,0,1,0,1
1970,W,0,17,27,87,11,61,0,40,18,7,1,0,1,0,1
1971,W,0,17,27,89,10,62,0,37,18,7,1,0,1,0,2
1972,BN,0,17,27,90,10,62,0,34,18,7,2,1,2,0,3
1973,AN,0,17,27,92,9,64,0,31,17,7,2,1,2,0,3
1974,W,0,17,27,93,9,65,0,28,17,7,3,1,2,0,3
1975,W,0,16,25,99,10,62,0,24,17,7,3,1,3,0,4
1976,C,0,15,23,105,12,59,0,20,16,7,3,1,4,0,5
1977,C,0,17,28,98,8,67,0,18,19,7,3,1,2,0,3
1978,AN,0,15,23,106,8,65,0,21,19,7,3,0,1,0,2
1979,BN,0,15,21,107,8,64,0,20,19,7,3,1,2,0,4
1980,AN,0,16,22,100,9,57,0,20,18,8,4,2,8,0,9
1981,D,0,16,22,100,10,66,0,21,18,8,4,1,3,0,5
1982,W,0,15,21,111,6,48,0,21,18,8,4,2,9,0,9
1983,W,0,14,22,88,7,41,0,7,17,8,4,5,40,0,20
1984,W,0,13,24,102,11,48,0,23,17,8,4,2,10,0,10
1985,D,0,13,25,89,12,53,0,23,17,8,5,3,14,0,12
1986,W,0,13,26,73,10,55,0,23,16,8,5,4,24,0,16
1987,D,0,13,28,68,12,55,0,24,15,8,5,4,25,0,16
1988,C,0,13,30,66,13,57,0,24,16,8,5,4,22,0,15
1989,D,0,12,30,69,11,67,0,24,18,8,6,3,12,0,12
1990,C,0,12,30,77,11,68,0,24,19,8,6,2,7,0,9
1991,C,0,12,30,77,11,68,0,24,19,8,6,2,7,0,9
1992,C,0,12,30,77,11,68,0,24,19,8,6,2,7,0,9
1993,AN,0,12,30,78,12,58,0,22,18,8,5,3,14,0,13
1994,C,0,12,30,77,11,68,0,24,19,8,6,2,7,0,9
1995,W,0,15,29,117,4,23,0,30,20,8,8,2,7,0,9
1996,W,0,9,30,115,2,33,0,25,21,8,14,2,6,0,8
1997,W,0,14,29,123,2,24,0,21,19,7,17,2,5,0,8
1998,W,0,17,32,115,1,17,0,24,21,7,20,2,7,0,9
1999,W,0,18,33,111,2,27,0,24,19,7,19,2,4,0,7
2000,AN,0,16,30,108,2,26,0,22,18,8,23,2,7,0,9
2001,D,0,14,33,104,0,35,0,22,16,8,25,2,6,0,9
2002,D,0,14,33,104,0,35,0,22,16,8,25,2,6,0,9
2003,AN,0,16,30,108,2,26,0,22,18,8,23,2,7,0,9
2004,BN,3,0,0,79,0,4,0,0,0,0,0,3,178,0,8 
2005,AN,3,0,0,79,0,4,0,0,0,0,0,3,178,0,8 
2006,W,3,0,0,79,0,4,0,0,0,0,0,3,178,0,8 
2007,D,3,0,0,79,0,4,0,0,0,0,0,3,178,0,8 
2008,C,3,3,0,39,0,42,0,0,0,0,0,3,173,0,8
2009,D,3,7,0,0,0,80,0,0,0,0,0,3,169,0,8
2010,BN,3,7,0,0,0,80,0,0,0,0,0,3,169,0,8
2011,W,3,7,0,0,0,80,0,0,0,0,0,3,169,0,8
2012,BN,0,0,6,37,0,0,0,0,0,0,0,2,222,0,3
2013,D,0,0,6,37,0,0,0,0,0,0,0,2,222,0,3
2014,C,0,0,6,37,0,0,0,0,0,0,0,2,222,0,3
2015,C,0,0,6,37,0,0,0,0,0,0,0,2,222,0,3
2016,W,0,0,6,37,0,0,0,0,0,0,0,2,222,0,3
