   1      0.    464.    464.    464.      0.      0.      0.      0.      0.      0.      0.      0.
   2      0.    529.    529.    529.      0.      0.      0.      0.      0.      0.      0.      0.
   3      0.    644.    644.    644.      0.      0.      0.      0.      0.      0.      0.      0.
   4      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   5      0.    188.    188.    188.      0.      0.      0.      0.      0.      0.      0.      0.
   6      0.    233.    233.    233.      0.      0.      0.      0.      0.      0.      0.      0.
   7      0.    136.    136.    136.      0.      0.      0.      0.      0.      0.      0.      0.
   8      0.    406.    406.    406.      0.      0.      0.      0.      0.      0.      0.      0.
   9      0.    388.    388.    388.      0.      0.      0.      0.      0.      0.      0.      0.
  10      0.     94.     94.     94.      0.      0.      0.      0.      0.      0.      0.      0.
  11      0.     66.     66.     66.      0.      0.      0.      0.      0.      0.      0.      0.
  12      0.    104.    104.    104.      0.      0.      0.      0.      0.      0.      0.      0.
  13      0.     67.     67.     67.      0.      0.      0.      0.      0.      0.      0.      0.
  14      0.    466.    466.    466.      0.      0.      0.      0.      0.      0.      0.      0.
  15      0.    488.    488.    488.      0.      0.      0.      0.      0.      0.      0.      0.
  16      0.    225.    225.    225.      0.      0.      0.      0.      0.      0.      0.      0.
  17      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  18      0.    309.    309.    309.      0.      0.      0.      0.      0.      0.      0.      0.
  19      0.    431.    431.    431.      0.      0.      0.      0.      0.      0.      0.      0.
  20      0.    337.    337.    337.      0.      0.      0.      0.      0.      0.      0.      0.
  21      0.     16.     16.     16.      0.      0.      0.      0.      0.      0.      0.      0.
  22      0.     88.     88.     88.      0.      0.      0.      0.      0.      0.      0.      0.
  23      0.    353.    353.    353.      0.      0.      0.      0.      0.      0.      0.      0.
  24      0.    131.    131.    131.      0.      0.      0.      0.      0.      0.      0.      0.
  25      0.    449.    449.    449.      0.      0.      0.      0.      0.      0.      0.      0.
  26      0.     61.     61.     61.      0.      0.      0.      0.      0.      0.      0.      0.
