DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,61,106,545,1506,207,1237,0,2312,0,319,0,55,274,0,218
1923,BN,61,126,543,1523,225,1161,0,2053,0,332,0,73,451,0,292
1924,C,61,25,623,1315,253,1466,0,1878,0,330,0,78,501,0,309
1925,D,61,126,521,1269,198,1338,0,1849,0,262,0,95,743,0,377
1926,D,61,101,524,1560,94,1226,0,1972,0,362,0,81,539,0,321
1927,W,61,66,528,1539,172,1202,0,1893,0,352,0,86,602,0,340
1928,AN,61,152,538,1623,175,1142,0,2032,0,322,0,72,436,0,286
1929,C,61,66,545,1508,255,1207,0,2180,0,304,0,67,382,0,265
1930,D,61,185,540,1725,286,1157,0,2376,0,296,0,25,90,0,99
1931,C,61,306,540,1651,367,1032,0,2253,0,221,0,43,192,0,173
1932,D,61,306,551,1565,375,1089,0,2243,0,208,0,46,213,0,185
1933,C,61,303,564,1478,383,1144,0,2234,0,193,0,49,234,0,196
1934,C,61,303,576,1391,392,1199,0,2224,0,180,0,52,254,0,207
1935,BN,61,301,587,1304,401,1254,0,2214,0,165,0,55,279,0,220
1936,BN,61,301,602,1217,411,1313,0,2203,0,150,0,57,297,0,228
1937,BN,61,298,614,1133,419,1368,0,2195,0,137,0,60,317,0,238
1938,W,61,298,627,1046,428,1425,0,2184,0,127,0,62,336,0,246
1939,D,61,324,623,1018,419,1471,0,2184,0,124,0,60,318,0,238
1940,AN,61,351,619,990,412,1516,0,2182,0,122,0,58,299,0,230
1941,W,61,377,612,963,403,1563,0,2180,0,122,0,56,281,0,221
1942,W,61,405,606,933,393,1608,0,2178,0,120,0,54,268,0,214
1943,W,61,432,602,905,386,1655,0,2176,0,120,0,51,248,0,204
1944,D,61,458,595,877,376,1700,0,2174,0,118,0,50,235,0,197
1945,BN,61,488,591,846,368,1747,2,2174,115,116,0,37,150,0,145
1946,BN,61,516,585,820,360,1794,2,2172,175,114,0,28,104,0,111
1947,D,61,544,583,794,351,1839,2,2172,233,111,0,18,61,0,72
1948,BN,61,569,576,766,343,1887,2,2170,291,111,0,8,24,0,32
1949,D,61,566,591,868,345,1797,2,2124,316,111,0,7,22,0,29
1950,BN,61,564,608,970,347,1708,3,2082,343,109,0,6,17,0,23
1951,AN,61,561,623,1070,350,1620,3,2041,369,107,0,5,13,0,18
1952,W,61,559,642,1172,352,1531,4,1999,396,107,0,2,6,0,9
1953,W,61,556,659,1272,355,1443,4,1960,423,105,0,1,1,0,2
1954,AN,61,553,673,1372,355,1351,5,1916,449,105,0,0,0,0,0
1955,D,61,552,690,1468,357,1259,5,1869,474,103,3,0,0,0,0
1956,W,61,531,690,1532,364,1236,5,1833,479,107,3,0,0,0,0
1957,AN,61,511,687,1594,371,1213,4,1803,483,111,3,0,0,0,0
1958,W,61,492,684,1655,378,1189,3,1770,487,117,3,0,0,0,0
1959,BN,61,472,681,1719,385,1165,3,1740,492,121,0,0,0,0,0
1960,D,61,454,678,1780,391,1143,3,1708,498,125,0,0,0,0,0
1961,D,61,427,671,1825,396,1168,2,1661,500,130,0,0,0,0,0
1962,BN,63,429,672,1869,384,1208,2,1586,493,135,0,0,0,0,0
1963,W,65,430,672,1909,370,1246,2,1517,489,140,0,0,0,0,0
1964,D,66,431,672,1950,357,1286,2,1446,485,142,3,0,0,0,0
1965,W,67,432,673,1990,344,1324,2,1376,479,147,6,0,0,0,0
1966,BN,69,433,673,2032,331,1364,2,1303,474,152,8,0,0,0,0
1967,W,71,434,675,2072,317,1404,2,1231,469,156,11,0,0,0,0
1968,BN,73,432,673,2109,302,1443,1,1158,463,161,11,2,5,0,7
1969,W,76,432,673,2144,287,1478,1,1083,458,163,14,4,11,0,16
1970,W,80,432,671,2179,273,1515,1,1008,451,167,19,6,16,0,22
1971,W,83,432,669,2213,257,1551,1,931,444,172,28,7,21,0,30
1972,BN,87,432,667,2248,243,1551,1,856,438,176,42,13,37,0,50
1973,AN,90,432,665,2285,228,1587,1,781,431,180,58,13,38,0,51
1974,W,96,432,663,2328,215,1618,1,706,426,184,75,12,33,0,50
1975,W,103,410,623,2474,261,1546,1,608,414,184,75,17,51,0,73
1976,C,113,384,583,2615,308,1476,1,506,403,184,78,22,71,0,96
1977,C,114,415,695,2450,195,1678,1,456,483,184,78,12,32,0,50
1978,AN,119,374,570,2650,194,1632,1,529,483,182,81,4,9,0,16
1979,BN,120,372,534,2678,197,1595,1,500,466,182,86,14,38,0,58
1980,AN,122,402,553,2487,233,1425,1,508,443,189,89,42,165,0,181
1981,D,126,387,551,2493,241,1638,2,521,446,189,92,19,55,0,82
1982,W,131,367,530,2765,152,1206,2,523,461,193,94,45,180,0,194
1983,W,135,351,547,2196,184,1027,1,162,424,193,100,108,947,0,466
1984,W,138,334,593,2545,262,1184,1,575,426,191,106,51,215,0,219
1985,D,141,321,627,2224,288,1309,1,581,414,193,114,62,299,0,266
1986,W,142,319,650,1814,247,1373,1,583,404,193,119,84,545,0,365
1987,D,143,316,703,1693,293,1379,1,591,383,195,125,86,562,0,371
1988,C,144,316,739,1647,320,1428,1,600,394,195,133,81,494,0,349
1989,D,145,306,737,1732,283,1667,1,602,451,202,142,58,266,0,250
1990,C,146,296,737,1920,275,1697,1,604,466,206,150,39,138,0,167
1991,C,151,296,737,1920,275,1697,1,604,466,206,150,38,135,0,166
1992,C,155,296,737,1920,275,1697,1,604,466,206,150,38,132,0,164
1993,AN,160,304,741,1935,299,1453,1,548,439,198,136,62,295,0,270
1994,C,165,296,737,1920,275,1697,1,604,466,206,150,37,126,0,162
1995,W,167,362,726,2924,108,582,0,741,497,198,197,39,131,0,167
1996,W,170,227,743,2875,52,834,0,612,521,187,339,33,104,0,143
1997,W,172,340,730,3074,48,609,0,528,481,182,431,30,87,0,128
1998,W,174,412,808,2869,36,427,0,609,532,170,486,37,120,0,159
1999,W,176,448,814,2778,48,670,0,591,482,184,466,23,61,0,100
2000,AN,179,400,747,2686,61,641,0,551,457,203,578,39,129,0,168
2001,D,181,353,820,2583,0,862,0,550,388,202,611,35,107,0,149
2002,D,183,353,820,2583,0,862,0,550,388,202,611,34,105,0,149
2003,AN,185,400,747,2686,61,641,0,551,457,203,578,38,124,0,166
2004,BN,106,230,1179,2630,0,222,0,78,0,924,147,8,1399,36,27 
2005,AN,106,230,1179,2630,0,222,0,78,0,924,147,8,1399,36,27 
2006,W,106,230,1179,2630,0,222,0,78,0,924,147,8,1399,36,27 
2007,D,106,230,1179,2630,0,222,0,78,0,924,147,8,1399,36,27 
2008,C,115,394,1198,2427,0,406,0,77,0,928,154,8,1157,18,27
2009,D,124,558,1217,2225,0,591,0,77,0,932,161,8,915,0,27
2010,BN,124,558,1217,2225,0,591,0,77,0,932,161,8,915,0,27
2011,W,124,558,1217,2225,0,591,0,77,0,932,161,8,915,0,27
2012,BN,53,459,981,1954,0,55,0,185,82,884,549,78,1519,0,35
2013,D,53,459,981,1954,0,55,0,185,82,884,549,78,1519,0,35
2014,C,53,459,981,1954,0,55,0,185,82,884,549,78,1519,0,35
2015,C,53,459,981,1954,0,55,0,185,82,884,549,78,1519,0,35
2016,BN,53,403,869,1887,0,76,0,109,0,808,583,88,1915,0,43
2017,W,53,680,394,1689,0,0,0,29,126,818,895,73,2032,0,47
2018,BN,53,680,394,1689,0,0,0,29,126,818,895,73,2032,0,47
2019,W,53,680,394,1689,0,0,0,29,126,818,895,73,2032,0,47
2020,AN,53,680,394,1689,0,0,0,29,126,818,895,73,2032,0,47
