DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,78,163,834,2305,317,1894,0,3538,0,489,0,98,490,0,389
1923,BN,78,194,831,2332,344,1777,0,3143,0,509,0,125,768,0,496
1924,C,78,39,953,2013,388,2245,0,2875,0,505,0,131,846,0,522
1925,D,78,194,798,1943,304,2048,0,2831,0,400,0,156,1222,0,621
1926,D,78,155,801,2388,143,1876,0,3019,0,555,0,136,905,0,539
1927,W,78,101,808,2355,264,1841,0,2898,0,538,0,143,1004,0,567
1928,AN,78,232,824,2485,268,1749,0,3111,0,492,0,123,745,0,489
1929,C,78,101,834,2309,390,1848,0,3338,0,466,0,115,659,0,458
1930,D,78,283,827,2641,438,1772,0,3637,0,453,0,54,197,0,216
1931,C,78,468,827,2528,562,1580,0,3449,0,338,0,81,361,0,323
1932,D,78,468,844,2395,573,1667,0,3433,0,318,0,86,393,0,341
1933,C,78,464,863,2262,587,1751,0,3421,0,295,0,90,426,0,358
1934,C,78,464,882,2129,600,1836,0,3405,0,276,0,94,458,0,374
1935,BN,78,461,898,1996,613,1920,0,3389,0,253,0,99,497,0,392
1936,BN,78,461,921,1864,629,2009,0,3373,0,230,0,102,526,0,404
1937,BN,78,457,940,1734,642,2094,0,3360,0,210,0,105,557,0,418
1938,W,78,457,960,1601,655,2181,0,3344,0,194,0,108,587,0,430
1939,D,78,495,953,1558,642,2252,0,3344,0,190,0,105,558,0,418
1940,AN,78,538,947,1515,631,2321,0,3341,0,187,0,102,530,0,406
1941,W,78,577,937,1475,617,2393,0,3338,0,187,0,99,501,0,394
1942,W,78,619,928,1428,602,2462,0,3334,0,184,0,97,480,0,384
1943,W,78,662,921,1385,591,2533,0,3331,0,184,0,93,449,0,369
1944,D,78,701,911,1342,575,2602,0,3328,0,181,0,90,428,0,359
1945,BN,78,747,905,1296,564,2674,3,3328,176,177,0,71,294,0,284
1946,BN,78,790,895,1256,550,2746,3,3325,267,174,0,59,220,0,234
1947,D,78,832,892,1216,537,2815,3,3325,357,171,0,45,149,0,177
1948,BN,78,871,882,1173,526,2889,3,3322,446,171,0,30,89,0,118
1949,D,78,867,905,1329,527,2751,4,3252,484,171,0,29,86,0,115
1950,BN,78,863,931,1485,531,2615,4,3188,525,167,0,26,77,0,105
1951,AN,78,859,953,1638,535,2480,5,3124,565,164,0,25,71,0,98
1952,W,78,855,982,1794,539,2344,6,3060,606,164,0,21,60,0,85
1953,W,78,852,1008,1947,543,2209,6,3000,647,161,0,19,52,0,75
1954,AN,78,848,1031,2103,545,2071,7,2936,688,161,0,17,45,0,67
1955,D,78,848,1060,2256,548,1935,8,2872,728,158,4,13,35,0,53
1956,W,78,817,1060,2355,560,1899,7,2818,736,164,4,13,33,0,51
1957,AN,78,786,1057,2452,571,1866,6,2773,744,171,4,12,30,0,46
1958,W,78,759,1054,2551,583,1833,5,2729,751,181,4,9,23,0,36
1959,BN,78,728,1050,2651,594,1797,4,2684,759,187,0,8,21,0,33
1960,D,78,701,1047,2747,604,1764,4,2636,769,194,0,7,17,0,28
1961,D,78,662,1041,2831,614,1812,3,2577,775,202,0,0,0,0,0
1962,BN,80,665,1042,2899,595,1874,3,2461,766,210,0,0,0,0,0
1963,W,82,666,1041,2956,573,1930,3,2349,756,217,0,3,7,0,11
1964,D,85,666,1037,3013,552,1986,3,2235,749,220,4,6,15,0,25
1965,W,86,666,1037,3066,529,2040,3,2120,739,226,9,10,25,0,40
1966,BN,88,666,1034,3123,508,2096,2,2002,728,233,13,14,35,0,54
1967,W,90,666,1034,3176,485,2153,2,1887,718,240,17,17,44,0,67
1968,BN,92,662,1031,3229,462,2209,2,1772,708,246,17,21,58,0,85
1969,W,97,662,1031,3282,440,2262,2,1658,700,249,21,25,68,0,98
1970,W,101,662,1028,3335,419,2319,2,1543,690,256,30,27,76,0,108
1971,W,106,662,1024,3388,394,2375,2,1425,680,263,43,30,85,0,120
1972,BN,110,662,1021,3441,373,2375,2,1310,670,269,64,38,111,0,149
1973,AN,115,662,1018,3498,350,2429,2,1195,660,276,89,38,113,0,152
1974,W,122,662,1015,3564,329,2477,2,1081,652,282,115,38,103,0,155
1975,W,132,627,953,3787,399,2367,1,931,634,282,115,44,133,0,189
1976,C,144,588,892,4003,472,2260,1,775,616,282,119,52,165,0,225
1977,C,145,635,1063,3750,298,2569,1,698,739,282,119,37,101,0,158
1978,AN,151,573,873,4056,296,2498,1,810,739,279,123,26,62,0,110
1979,BN,153,569,818,4099,302,2441,1,765,713,279,132,40,111,0,172
1980,AN,156,615,847,3807,357,2181,2,778,678,289,136,81,319,0,350
1981,D,161,592,844,3817,369,2508,2,797,683,289,140,48,139,0,208
1982,W,166,561,811,4232,233,1846,2,800,706,295,145,85,343,0,370
1983,W,171,538,837,3362,281,1572,2,249,650,295,153,176,1549,0,761
1984,W,176,511,908,3897,401,1813,2,880,652,292,162,94,400,0,408
1985,D,179,492,960,3405,441,2004,2,889,634,295,174,110,534,0,476
1986,W,180,488,995,2777,378,2101,1,893,619,295,183,143,923,0,618
1987,D,182,484,1076,2591,449,2112,1,905,586,299,191,145,949,0,627
1988,C,183,484,1131,2521,489,2186,1,918,604,299,204,138,843,0,595
1989,D,185,468,1128,2651,434,2551,1,921,690,309,217,105,481,0,454
1990,C,186,453,1128,2940,420,2597,1,924,713,315,230,77,276,0,334
1991,C,192,453,1128,2940,420,2597,1,924,713,315,230,77,272,0,333
1992,C,198,453,1128,2940,420,2597,1,924,713,315,230,77,267,0,332
1993,AN,204,466,1134,2962,458,2224,1,838,671,303,208,112,528,0,485
1994,C,210,453,1128,2940,420,2597,1,924,713,315,230,76,257,0,331
1995,W,213,554,1112,4476,166,891,0,1135,761,303,302,78,266,0,339
1996,W,216,348,1138,4401,79,1277,0,937,798,286,519,71,221,0,305
1997,W,219,520,1118,4706,73,932,0,808,737,279,660,66,194,0,284
1998,W,222,631,1237,4392,55,654,0,933,815,261,744,76,247,0,329
1999,W,225,685,1245,4252,74,1026,0,904,738,282,713,56,150,0,244
2000,AN,228,612,1144,4112,94,981,1,844,700,311,885,79,262,0,343
