DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,88,153,115,106,16,0,78,138,0,129,0,32,688,18,24
1923,BN,91,153,115,106,16,0,78,138,0,131,2,32,680,18,24
1924,C,92,153,116,108,16,0,81,139,0,135,3,32,667,18,24
1925,D,93,153,118,109,16,0,86,141,0,138,5,32,651,18,24
1926,D,96,153,119,111,16,0,86,142,0,143,7,31,638,18,23
1927,W,97,153,120,112,16,0,89,143,0,146,9,31,626,18,23
1928,AN,98,153,122,113,16,0,91,145,0,150,10,31,613,18,23
1929,C,101,153,123,115,16,0,94,145,0,154,12,31,599,18,23
1930,D,101,155,127,116,18,0,94,141,0,154,12,31,596,18,23
1931,C,101,155,130,117,20,0,94,137,0,154,12,31,592,18,23
1932,D,101,157,133,118,22,0,94,130,0,154,12,31,592,18,23
1933,C,101,159,136,119,24,0,94,125,0,154,12,31,590,18,23
1934,C,101,159,140,121,26,0,94,120,0,154,10,31,588,18,23
1935,BN,101,161,143,123,27,0,94,114,0,154,10,30,587,18,23
1936,BN,101,162,145,124,29,0,94,110,0,154,10,30,584,18,23
1937,BN,101,163,149,125,31,0,94,104,0,154,10,30,582,18,23
1938,W,101,164,152,126,33,0,94,99,0,154,10,30,581,18,23
1939,D,103,179,157,126,32,0,94,97,5,154,10,30,556,18,22
1940,AN,106,193,162,127,31,0,94,95,11,154,10,30,533,18,22
1941,W,109,208,168,128,29,0,94,93,17,154,10,29,506,18,22
1942,W,111,222,173,129,28,0,94,92,23,154,10,28,480,18,21
1943,W,114,237,178,130,27,0,94,89,27,154,12,28,455,18,21
1944,D,116,252,184,131,26,0,94,88,32,154,12,27,430,18,20
1945,BN,119,266,189,132,26,0,94,87,40,154,12,27,402,18,20
1946,BN,121,281,194,133,25,0,94,85,43,154,12,26,379,18,19
1947,D,124,295,200,134,23,0,94,83,50,154,12,25,354,18,19
1948,BN,126,310,206,135,22,0,94,81,56,154,12,24,327,18,18
1949,D,144,310,211,164,22,0,94,74,75,153,10,22,271,18,17
1950,BN,162,310,216,192,22,0,94,67,93,152,10,20,214,18,15
1951,AN,162,309,215,192,22,0,94,67,93,152,10,20,215,18,15
1952,W,162,308,214,192,22,0,94,67,93,152,10,20,216,18,15
1953,W,162,308,213,191,22,0,94,67,93,152,10,20,218,18,15
1954,AN,162,307,213,191,22,0,94,67,92,152,10,20,220,19,15
1955,D,162,307,212,190,22,0,94,67,92,152,10,24,213,18,22
1956,W,162,307,205,190,25,0,89,75,95,153,10,24,211,18,22
1957,AN,162,307,198,189,26,0,83,83,99,154,9,24,211,18,22
1958,W,162,307,191,189,28,0,78,89,104,155,7,24,210,19,22
1959,BN,162,307,183,188,31,0,78,99,108,156,5,23,204,19,21
1960,D,162,308,176,188,33,0,75,108,112,158,5,23,196,19,21
1961,D,162,308,168,187,36,0,73,116,116,160,5,23,191,19,21
1962,BN,167,302,166,195,37,0,73,113,119,160,5,22,186,19,20
1963,W,172,302,164,217,40,0,73,109,120,161,5,21,164,19,19
1964,D,177,295,164,222,41,0,73,106,124,161,5,20,158,19,18
1965,W,182,289,162,226,43,0,73,105,125,162,5,20,155,19,18
1966,BN,187,280,160,231,44,0,73,104,128,163,5,20,153,19,18
1967,W,192,279,160,233,45,0,73,102,129,163,5,19,146,19,17
1968,BN,197,270,160,235,47,0,73,101,131,163,5,19,147,19,17
1969,W,202,265,159,241,48,18,51,100,134,163,5,19,144,19,17
1970,W,207,260,157,247,50,29,8,100,136,164,5,20,163,19,19
1971,W,212,254,156,253,52,30,8,99,139,164,5,20,157,17,18
1972,BN,217,249,154,260,54,31,8,97,142,165,5,19,148,16,17
1973,AN,222,245,152,266,56,49,8,96,144,166,5,18,129,12,16
1974,W,226,236,151,273,58,112,8,96,147,166,3,13,81,1,12
1975,W,237,210,133,313,80,118,8,85,147,146,5,12,75,2,11
1976,C,247,186,115,351,102,124,11,72,147,128,5,12,71,2,11
1977,C,247,180,152,338,75,130,8,74,163,126,5,11,64,2,10
1978,AN,257,174,112,397,64,135,13,75,157,124,5,9,51,2,8
1979,BN,260,175,106,395,65,138,16,71,150,124,5,10,57,3,9
1980,AN,259,167,116,357,69,150,22,76,141,127,9,11,68,3,10
1981,D,269,159,114,374,71,170,30,76,140,128,10,6,30,3,5
1982,W,280,151,111,423,46,131,35,78,144,129,10,6,32,3,5
1983,W,282,146,120,309,50,107,19,41,142,127,10,22,189,3,20
1984,W,283,140,129,367,64,126,32,76,137,125,12,11,69,3,10
1985,D,285,136,138,323,63,161,27,74,135,122,12,13,82,3,11
1986,W,283,133,149,257,49,168,22,75,128,120,12,19,150,3,17
1987,D,283,127,161,215,58,168,19,72,126,117,12,21,183,3,19
1988,C,283,124,174,204,56,173,24,71,124,114,12,21,182,3,19
1989,D,285,116,176,232,44,220,22,70,134,116,12,17,124,3,15
1990,C,288,107,177,249,41,220,19,68,140,117,12,16,113,3,14
1991,C,299,107,177,249,41,220,19,68,140,117,12,15,104,3,13
1992,C,309,107,177,249,41,220,19,68,140,117,12,14,95,3,13
1993,AN,320,116,177,266,53,169,19,62,141,105,14,15,109,3,14
1994,C,331,107,177,249,41,220,19,68,140,117,12,12,77,3,11
1995,W,340,138,175,459,19,90,0,11,120,113,19,12,76,3,11
1996,W,349,124,162,434,9,131,0,18,116,100,29,13,85,3,11
1997,W,358,126,180,499,10,97,0,11,101,103,32,8,49,3,7
1998,W,367,131,184,448,7,77,0,11,106,100,43,12,83,3,11
1999,W,376,140,176,439,8,108,13,59,135,94,34,0,0,3,0
2000,AN,385,133,158,432,9,92,20,54,138,95,48,2,13,3,2
2001,D,394,115,167,432,0,119,16,55,110,97,51,4,19,3,3
