DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,0,0,0,0,0,0,0,0,0,0,85,428,0,339
1923,BN,0,0,0,0,0,0,0,0,0,0,0,77,471,0,305
1924,C,0,0,0,0,0,0,0,0,0,0,0,75,481,0,297
1925,D,0,0,0,0,0,0,0,0,0,0,0,67,521,0,265
1926,D,0,0,0,0,0,0,0,0,0,0,0,73,488,0,291
1927,W,0,0,0,0,0,0,0,0,0,0,0,71,499,0,282
1928,AN,0,0,0,0,0,0,0,0,0,0,0,77,468,0,307
1929,C,0,0,0,0,0,0,0,0,0,0,0,80,456,0,317
1930,D,0,0,0,0,0,0,0,0,0,0,0,99,359,0,394
1931,C,0,0,0,0,0,0,0,0,0,0,0,91,402,0,360
1932,D,0,0,0,0,0,0,0,0,0,0,0,89,409,0,354
1933,C,0,0,0,0,0,0,0,0,0,0,0,88,415,0,349
1934,C,0,0,0,0,0,0,0,0,0,0,0,87,422,0,344
1935,BN,0,0,0,0,0,0,0,0,0,0,0,85,429,0,338
1936,BN,0,0,0,0,0,0,0,0,0,0,0,84,434,0,334
1937,BN,0,0,0,0,0,0,0,0,0,0,0,83,440,0,330
1938,W,0,0,0,0,0,0,0,0,0,0,0,82,444,0,326
1939,D,0,0,0,0,0,0,0,0,0,0,0,83,440,0,330
1940,AN,0,0,0,0,0,0,0,0,0,0,0,84,435,0,333
1941,W,0,0,0,0,0,0,0,0,0,0,0,85,430,0,337
1942,W,0,0,0,0,0,0,0,0,0,0,0,86,426,0,341
1943,W,0,0,0,0,0,0,0,0,0,0,0,87,420,0,345
1944,D,0,0,0,0,0,0,0,0,0,0,0,88,416,0,349
1945,BN,0,0,0,0,0,0,0,0,0,0,0,94,386,0,373
1946,BN,0,0,0,0,0,0,0,0,0,0,0,98,366,0,389
1947,D,0,0,0,0,0,0,0,0,0,0,0,102,343,0,407
1948,BN,0,0,0,0,0,0,0,0,0,0,0,107,320,0,425
1949,D,0,0,0,0,0,0,0,0,0,0,0,107,318,0,427
1950,BN,0,0,0,0,0,0,0,0,0,0,0,108,314,0,430
1951,AN,0,0,0,0,0,0,0,0,0,0,0,109,312,0,432
1952,W,0,0,0,0,0,0,0,0,0,0,0,110,306,0,436
1953,W,0,0,0,0,0,0,0,0,0,0,0,111,302,0,439
1954,AN,0,0,0,0,0,0,0,0,0,0,0,111,299,0,442
1955,D,0,0,0,0,0,0,0,0,0,0,0,112,293,0,446
1956,W,0,0,0,0,0,0,0,0,0,0,0,113,293,0,447
