DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,4,5,25,69,10,57,0,106,0,15,0,9,45,0,36
1923,BN,4,6,25,70,10,53,0,94,0,15,0,9,56,0,36
1924,C,4,1,29,61,12,67,0,86,0,15,0,9,59,0,37
1925,D,4,6,24,58,9,62,0,85,0,12,0,9,73,0,37
1926,D,4,5,24,72,4,56,0,91,0,17,0,9,62,0,37
1927,W,4,3,24,71,8,55,0,87,0,16,0,9,65,0,37
1928,AN,4,7,25,75,8,53,0,94,0,15,0,9,55,0,36
1929,C,4,3,25,69,12,56,0,100,0,14,0,9,52,0,36
1930,D,4,8,25,79,13,53,0,109,0,14,0,9,31,0,34
1931,C,4,14,25,76,17,47,0,104,0,10,0,9,39,0,35
1932,D,4,14,25,72,17,50,0,103,0,10,0,9,41,0,35
1933,C,4,14,26,68,18,53,0,103,0,9,0,9,42,0,35
1934,C,4,14,27,64,18,55,0,102,0,8,0,9,43,0,35
1935,BN,4,14,27,60,18,58,0,102,0,8,0,9,45,0,36
1936,BN,4,14,28,56,19,60,0,101,0,7,0,9,46,0,36
1937,BN,4,14,28,52,19,63,0,101,0,6,0,9,48,0,36
1938,W,4,14,29,48,20,66,0,101,0,6,0,9,49,0,36
1939,D,4,15,29,47,19,68,0,101,0,6,0,9,48,0,36
1940,AN,4,16,28,46,19,70,0,100,0,6,0,9,47,0,36
1941,W,4,17,28,44,19,72,0,100,0,6,0,9,45,0,36
1942,W,4,19,28,43,18,74,0,100,0,6,0,9,44,0,36
1943,W,4,20,28,42,18,76,0,100,0,6,0,9,43,0,35
1944,D,4,21,27,40,17,78,0,100,0,5,0,9,42,0,35
1945,BN,4,22,27,39,17,80,0,100,5,5,0,9,36,0,35
1946,BN,4,24,27,38,17,83,0,100,8,5,0,9,32,0,34
1947,D,4,25,27,37,16,85,0,100,11,5,0,9,29,0,34
1948,BN,4,26,27,35,16,87,0,100,13,5,0,8,25,0,34
1949,D,4,26,27,40,16,83,0,98,15,5,0,8,25,0,33
1950,BN,4,26,28,45,16,79,0,96,16,5,0,8,24,0,33
1951,AN,4,26,29,49,16,75,0,94,17,5,0,8,24,0,33
1952,W,4,26,30,54,16,70,0,92,18,5,0,8,23,0,33
1953,W,4,26,30,59,16,66,0,90,19,5,0,8,23,0,33
1954,AN,4,25,31,63,16,62,0,88,21,5,0,8,22,0,33
1955,D,4,25,32,68,16,58,0,86,22,5,0,8,22,0,33
1956,W,4,25,32,71,17,57,0,85,22,5,0,8,22,0,33
1957,AN,4,24,32,74,17,56,0,83,22,5,0,8,21,0,33
1958,W,4,23,32,77,18,55,0,82,23,5,0,8,21,0,33
1959,BN,4,22,32,80,18,54,0,81,23,6,0,8,21,0,33
1960,D,4,21,31,83,18,53,0,79,23,6,0,8,20,0,33
1961,D,4,20,31,86,19,55,0,78,23,6,0,8,18,0,32
1962,BN,4,20,31,87,18,56,0,74,23,6,0,8,19,0,33
1963,W,4,20,31,89,17,58,0,71,23,7,0,8,20,0,33
1964,D,4,20,31,91,17,60,0,67,23,7,0,8,20,0,33
1965,W,4,20,31,92,16,61,0,64,22,7,0,8,21,0,33
1966,BN,4,20,31,94,15,63,0,60,22,7,0,8,21,0,33
1967,W,5,20,31,95,15,65,0,57,22,7,1,8,22,0,33
1968,BN,5,20,31,97,14,66,0,53,21,7,1,8,23,0,33
1969,W,5,20,31,99,13,68,0,50,21,7,1,8,23,0,34
1970,W,5,20,31,100,13,70,0,46,21,8,1,9,24,0,34
1971,W,5,20,31,102,12,71,0,43,20,8,1,9,24,0,34
1972,BN,6,20,31,103,11,71,0,39,20,8,2,9,25,0,34
1973,AN,6,20,31,105,11,73,0,36,20,8,3,9,25,0,34
1974,W,6,20,31,107,10,74,0,32,20,8,3,9,24,0,36
1975,W,7,19,29,114,12,71,0,28,19,8,3,8,25,0,36
1976,C,7,18,27,120,14,68,0,23,19,8,4,9,27,0,37
1977,C,7,19,32,113,9,77,0,21,22,8,4,8,23,0,36
1978,AN,8,17,26,122,9,75,0,24,22,8,4,8,20,0,36
1979,BN,8,17,25,123,9,73,0,23,21,8,4,8,23,0,36
1980,AN,8,18,25,114,11,66,0,23,20,9,4,9,34,0,38
1981,D,8,18,25,115,11,75,0,24,21,9,4,9,25,0,37
1982,W,8,17,24,127,7,55,0,24,21,9,4,9,35,0,38
1983,W,9,16,25,101,8,47,0,7,20,9,5,9,83,0,41
1984,W,9,15,27,117,12,54,0,26,20,9,5,9,38,0,38
1985,D,9,15,29,102,13,60,0,27,19,9,5,9,44,0,39
1986,W,9,15,30,83,11,63,0,27,19,9,5,9,59,0,40
1987,D,9,15,32,78,13,63,0,27,18,9,6,9,60,0,40
1988,C,9,15,34,76,15,66,0,28,18,9,6,9,56,0,40
1989,D,9,14,34,80,13,77,0,28,21,9,7,9,41,0,39
1990,C,9,14,34,88,13,78,0,28,21,9,7,9,32,0,38
1991,C,10,14,34,88,13,78,0,28,21,9,7,9,31,0,38
1992,C,10,14,34,88,13,78,0,28,21,9,7,9,31,0,38
1993,AN,10,14,34,89,14,67,0,25,20,9,6,9,43,0,39
1994,C,11,14,34,88,13,78,0,28,21,9,7,9,30,0,38
1995,W,11,17,33,135,5,27,0,34,23,9,9,9,30,0,39
1996,W,11,10,34,132,2,38,0,28,24,9,16,9,28,0,38
1997,W,11,16,34,141,2,28,0,24,22,8,20,9,26,0,38
1998,W,11,19,37,132,2,20,0,28,24,8,22,9,29,0,39
1999,W,11,21,37,128,2,31,0,27,22,8,21,9,23,0,38
2000,AN,12,18,34,124,3,29,0,25,21,9,27,9,30,0,39
2001,D,12,16,38,119,0,40,0,25,18,9,28,9,28,0,39
2002,D,12,16,38,119,0,40,0,25,18,9,28,9,27,0,39
2003,AN,12,18,34,124,3,29,0,25,21,9,27,9,29,0,39
2004,BN,10,0,65,0,0,37,158,0,0,0,0,4,66,0,38 
2005,AN,10,0,65,0,0,37,158,0,0,0,0,4,66,0,38 
2006,W,10,0,65,0,0,37,158,0,0,0,0,4,66,0,38 
2007,D,10,0,65,0,0,37,158,0,0,0,0,4,66,0,38 
2008,C,10,0,75,12,0,18,154,0,0,0,0,2,68,0,38
2009,D,10,0,86,24,0,0,150,0,0,0,0,0,70,0,38
2010,BN,10,0,86,24,0,0,150,0,0,0,0,0,70,0,38
2011,W,10,0,86,24,0,0,150,0,0,0,0,0,70,0,38
2012,BN,8,0,0,0,0,0,0,0,0,0,263,39,37,0,32
2013,D,8,0,0,0,0,0,0,0,0,0,263,39,37,0,32
2014,C,8,0,0,0,0,0,0,0,0,0,263,39,37,0,32
2015,C,8,0,0,0,0,0,0,0,0,0,263,39,37,0,32
2016,BN,8,0,0,0,0,0,0,0,0,0,263,39,36,0,33
2017,W,7,0,0,0,0,0,0,0,0,0,263,27,47,0,33
2018,BN,7,0,0,0,0,0,0,0,0,0,263,27,47,0,33
2019,W,7,0,0,0,0,0,0,0,0,0,263,27,47,0,33
2020,AN,7,0,0,0,0,0,0,0,0,0,263,27,47,0,33
