DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1923,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1924,C,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1925,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1926,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1927,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1928,AN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1929,C,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1930,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1931,C,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1932,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1933,C,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1934,C,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1935,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1936,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1937,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1938,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1939,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1940,AN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1941,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1942,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1943,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1944,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1945,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1946,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1947,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1948,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1949,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1950,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1951,AN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1952,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1953,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1954,AN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1955,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1956,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1957,AN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1958,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1959,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1960,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1961,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1962,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1963,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1964,D,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1965,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1966,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1967,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1968,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1969,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1970,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1971,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1972,BN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1973,AN,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1974,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
1975,W,0,4,0,0,0,0,0,0,0,0,0,3,57,0,3
