DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1923,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1924,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1925,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1926,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1927,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1928,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1929,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1930,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1931,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1932,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1933,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1934,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1935,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1936,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1937,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1938,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1939,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1940,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1941,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1942,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1943,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1944,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1945,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1946,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1947,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1948,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1949,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1950,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1951,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1952,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1953,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1954,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1955,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1956,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1957,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1958,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1959,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1960,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1961,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1962,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1963,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1964,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1965,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1966,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1967,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1968,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1969,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1970,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1971,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1972,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1973,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1974,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1975,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1976,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1977,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1978,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1979,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1980,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1981,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1982,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1983,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1984,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1985,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1986,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1987,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1988,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1989,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1990,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1991,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1992,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1993,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1994,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1995,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1996,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1997,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1998,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
1999,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2000,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2001,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2002,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2003,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2004,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2005,AN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2006,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2007,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2008,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2009,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2010,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2011,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2012,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2013,D,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2014,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2015,C,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2016,BN,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
2017,W,344,740,8,0,0,0,0,0,0,0,0,59,218,0,53
