DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1923,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1924,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1925,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1926,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1927,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1928,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1929,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1930,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1931,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1932,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1933,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1934,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1935,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1936,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1937,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1938,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1939,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1940,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1941,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1942,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1943,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1944,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1945,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1946,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1947,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1948,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1949,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1950,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1951,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1952,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1953,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1954,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1955,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1956,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1957,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1958,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1959,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1960,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1961,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1962,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1963,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1964,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1965,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1966,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1967,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1968,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1969,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1970,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1971,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1972,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1973,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1974,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1975,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1976,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1977,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1978,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1979,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1980,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1981,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1982,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1983,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1984,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1985,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1986,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1987,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1988,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1989,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1990,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1991,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1992,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1993,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1994,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1995,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1996,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1997,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1998,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
1999,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2000,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2001,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2002,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2003,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2004,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2005,AN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2006,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2007,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2008,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2009,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2010,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2011,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2012,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2013,D,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2014,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2015,C,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2016,BN,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
2017,W,0,554,0,0,0,0,0,0,0,0,0,38,771,0,71
