DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1923,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1924,C,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1925,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1926,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1927,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1928,AN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1929,C,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1930,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1931,C,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1932,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1933,C,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1934,C,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1935,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1936,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1937,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1938,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1939,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1940,AN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1941,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1942,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1943,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1944,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1945,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1946,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1947,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1948,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1949,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1950,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1951,AN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1952,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1953,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1954,AN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1955,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1956,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1957,AN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1958,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1959,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1960,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1961,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1962,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1963,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1964,D,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1965,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1966,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1967,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1968,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1969,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1970,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1971,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1972,BN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1973,AN,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
1974,W,0,0,0,1845,0,0,0,0,0,0,0,92,236,0,55
