DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1923,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1924,C,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1925,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1926,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1927,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1928,AN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1929,C,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1930,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1931,C,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1932,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1933,C,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1934,C,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1935,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1936,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1937,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1938,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1939,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1940,AN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1941,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1942,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1943,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1944,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1945,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1946,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1947,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1948,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1949,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1950,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1951,AN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1952,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1953,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1954,AN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1955,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1956,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1957,AN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1958,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1959,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1960,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1961,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1962,BN,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1963,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1964,D,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
1965,W,86,93,53,0,0,0,0,0,0,0,30,6,585,0,12
