DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1923,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1924,C,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1925,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1926,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1927,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1928,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1929,C,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1930,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1931,C,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1932,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1933,C,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1934,C,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1935,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1936,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1937,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1938,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1939,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1940,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1941,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1942,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1943,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1944,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1945,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1946,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1947,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1948,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1949,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1950,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1951,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1952,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1953,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1954,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1955,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1956,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1957,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1958,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1959,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1960,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1961,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1962,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1963,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1964,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1965,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1966,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1967,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1968,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1969,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1970,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1971,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1972,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1973,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1974,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1975,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1976,C,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1977,C,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1978,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1979,BN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1980,AN,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1981,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1982,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1983,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1984,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1985,D,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
1986,W,0,0,380,1165,0,0,0,102,166,0,0,61,464,0,82
