DATE,TYPE,UR,PA,AL,FI,SB,GR,RI,TR,TO,OR,VI,RV,NV,DGR,WS
number,#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1922,AN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1923,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1924,C,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1925,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1926,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1927,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1928,AN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1929,C,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1930,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1931,C,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1932,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1933,C,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1934,C,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1935,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1936,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1937,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1938,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1939,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1940,AN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1941,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1942,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1943,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1944,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1945,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1946,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1947,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1948,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1949,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1950,BN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1951,AN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1952,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1953,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1954,AN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1955,D,179,119,22,733,170,526,0,354,0,0,0,7,398,0,129
1956,W,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
1957,AN,414,0,323,796,0,194,0,344,0,0,0,8,322,0,237
